曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.3082,17,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.2747,17,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.2471,17,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.2218,17,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.1984,17,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.1689,17,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.1297,17,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.0415,17,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.5973,18,12,12Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.5582,18,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.4909,18,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.4419,18,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.3962,18,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.3564,18,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.3226,18,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.2962,18,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.2741,18,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.2573,18,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.2386,18,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.2233,18,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.646,19,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.6047,19,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.531,19,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.4776,19,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.4276,19,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.3838,19,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.3464,19,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.3174,19,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.2932,19,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.276,19,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.2549,19,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.7005,20,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.6573,20,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.5763,20,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.5181,20,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.4632,20,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.4147,20,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.373,20,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.341,20,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.3142,20,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.2985,20,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.7612,21,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.7164,21,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.627,21,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.5635,21,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.5028,21,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.4486,21,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.4011,21,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.3643,21,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.331,21,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.8323,22,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.787,22,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.6883,22,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.6195,22,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.5529,22,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.493,22,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.4395,22,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.3997,22,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.912,23,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.8676,23,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.7581,23,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.6838,23,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.6108,23,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.5442,23,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.4818,23,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,7.0019,24,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.9613,24,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.8392,24,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.7603,24,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.6818,24,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.6107,24,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,7.0973,25,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,7.0646,25,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.926,25,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.8429,25,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.7578,25,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,7.1979,26,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,7.1818,26,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,7.0191,26,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,6.9339,26,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,7.299,27,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,7.3193,27,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,7.1103,27,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,7.404,28,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,7.5441,28,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-12,0,7.2537,29,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3616,1,29,29Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3355,1,28,28Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.305,1,27,27Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2777,1,26,26Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2505,1,25,25Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2203,1,24,24Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.1942,1,23,23Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.1657,1,22,22Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.136,1,21,21Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.1034,1,20,20Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.0702,1,19,19Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.0272,1,18,18Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.9915,1,17,17Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.9513,1,16,16Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.9045,1,15,15Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.8458,1,14,14Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.7903,1,13,13Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.7208,1,12,12Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.6447,1,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.566,1,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.4977,1,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.4097,1,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.2989,1,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.1999,1,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.1017,1,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.0004,1,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,3.8965,1,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,3.8254,1,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,3.8643,1,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4642,2,28,28Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4377,2,27,27Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4066,2,26,26Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3791,2,25,25Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3518,2,24,24Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3213,2,23,23Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2955,2,22,22Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2671,2,21,21Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2376,2,20,20Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2052,2,19,19Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.1724,2,18,18Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.1291,2,17,17Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.094,2,16,16Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.0543,2,15,15Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.0076,2,14,14Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.9482,2,13,13Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.8925,2,12,12Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.8214,2,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.7433,2,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.6622,2,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.5932,2,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.5015,2,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.3823,2,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.2756,2,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.1671,2,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.0494,2,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,3.9136,2,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,3.7851,2,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5829,3,27,27Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5563,3,26,26Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5249,3,25,25Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4975,3,24,24Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4704,3,23,23Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4401,3,22,22Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.415,3,21,21Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3874,3,20,20Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3589,3,19,19Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3274,3,18,18Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2957,3,17,17Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2531,3,16,16Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2197,3,15,15Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.1819,3,14,14Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.1367,3,13,13Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.078,3,12,12Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.0241,3,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.9537,3,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.876,3,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.7957,3,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.7304,3,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.6402,3,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.5179,3,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.4117,3,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.3054,3,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.1898,3,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.0473,3,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6948,4,26,26Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6681,4,25,25Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6363,4,24,24Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6089,4,23,23Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5821,4,22,22Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5519,4,21,21Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5276,4,20,20Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5008,4,19,19Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4732,4,18,18Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4428,4,17,17Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4124,4,16,16Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3704,4,15,15Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.339,4,14,14Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3032,4,13,13Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2598,4,12,12Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.202,4,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.1502,4,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.0805,4,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.0033,4,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.9239,4,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.8637,4,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.7758,4,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.6492,4,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.5442,4,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.443,4,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.3385,4,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.7967,5,25,25Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.7697,5,24,24Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.7373,5,23,23Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.7099,5,22,22Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6832,5,21,21Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.653,5,20,20Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6295,5,19,19Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6034,5,18,18Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5767,5,17,17Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5472,5,16,16Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5181,5,15,15Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4765,5,14,14Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4471,5,13,13Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4133,5,12,12Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3717,5,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3144,5,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2647,5,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.1954,5,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.118,5,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.0388,5,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.9845,5,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.8985,5,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.7626,5,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.6542,5,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.5523,5,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.893,6,24,24Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.8657,6,23,23Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.8327,6,22,22Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.8052,6,21,21Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.7786,6,20,20Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.7484,6,19,19Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.7256,6,18,18Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.7003,6,17,17Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6746,6,16,16Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6461,6,15,15Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6184,6,14,14Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5774,6,13,13Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5502,6,12,12Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5188,6,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4793,6,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4229,6,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3759,6,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.3072,6,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.2298,6,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.1514,6,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.1064,6,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.0254,6,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.8755,6,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,4.7609,6,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.9833,7,23,23Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.9556,7,22,22Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.9219,7,21,21Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.8942,7,20,20Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.8677,7,19,19Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.8375,7,18,18Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.8155,7,17,17Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.791,7,16,16Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.7663,7,15,15Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.7389,7,14,14Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.7128,7,13,13Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6723,7,12,12Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6477,7,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.6192,7,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5823,7,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.5269,7,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4836,7,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的到期,2026-02-13,0,5.4159,7,6,6Y
